Cell_Type,Dataset,Cell_Class,Label,Hodge_2018,Bakken_2019,Class_Level1,Class_Level2
Inh_L1_2_SST_BAGE2,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L1.2_SST_BAGE2,GABAergic ADARB2,,MGE,SST
Inh_L1_2_SST_BAGE2,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L1.2_SST_BAGE2,GABAergic ADARB2,,MGE,SST
Inh_L1_2_SST_BAGE2,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L1.2_SST_BAGE2,GABAergic ADARB2,,MGE,SST
Inh_L1_2_SST_CCNJL,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1.2_SST_CCNJL,,Sst,MGE,SST
Inh_L1_2_SST_CCNJL,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1.2_SST_CCNJL,,Sst,MGE,SST
Inh_L1_2_SST_CLIC6,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1.2_SST_CLIC6,,Pvalb,MGE,SST
Inh_L1_2_SST_CLIC6,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1.2_SST_CLIC6,,Pvalb,MGE,SST
Inh_L1_2_SST_PRRT4,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1.2_SST_PRRT4,,Sst,MGE,SST
Inh_L1_2_SST_PRRT4,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1.2_SST_PRRT4,,Sst,MGE,SST
Inh_L1_2_VIP_EXPH5,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1.2_VIP_EXPH5,,Vip,CGE,VIP
Inh_L1_2_VIP_EXPH5,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1.2_VIP_EXPH5,,Vip,CGE,VIP
Inh_L1_2_VIP_HTR3A,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1.2_VIP_HTR3A,,Sncg,CGE,VIP
Inh_L1_2_VIP_HTR3A,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1.2_VIP_HTR3A,,Sncg,CGE,VIP
Inh_L1_2_VIP_LBH,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L1.2_VIP_LBH,GABAergic ADARB2,,CGE,VIP
Inh_L1_2_VIP_LBH,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L1.2_VIP_LBH,GABAergic ADARB2,,CGE,VIP
Inh_L1_2_VIP_LBH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L1.2_VIP_LBH,GABAergic ADARB2,,CGE,VIP
Inh_L1_2_VIP_PCDH20,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L1.2_VIP_PCDH20,GABAergic ADARB2,,CGE,VIP
Inh_L1_2_VIP_PCDH20,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L1.2_VIP_PCDH20,GABAergic ADARB2,,CGE,VIP
Inh_L1_2_VIP_PCDH20,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L1.2_VIP_PCDH20,GABAergic ADARB2,,CGE,VIP
Inh_L1_2_VIP_PPAPDC1A,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L1.2_VIP_PPAPDC1A,,,CGE,VIP
Inh_L1_2_VIP_PPAPDC1A,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L1.2_VIP_PPAPDC1A,,,CGE,VIP
Inh_L1_2_VIP_PPAPDC1A,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L1.2_VIP_PPAPDC1A,,,CGE,VIP
Inh_L1_2_VIP_PPAPDC1A,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L1.2_VIP_PPAPDC1A,,,CGE,VIP
Inh_L1_2_VIP_PTGER3,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1.2_VIP_PTGER3,,Vip,CGE,VIP
Inh_L1_2_VIP_PTGER3,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1.2_VIP_PTGER3,,Vip,CGE,VIP
Inh_L1_2_VIP_RPL41P3,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L1.2_VIP_RPL41P3,,,CGE,VIP
Inh_L1_2_VIP_RPL41P3,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L1.2_VIP_RPL41P3,,,CGE,VIP
Inh_L1_2_VIP_RPL41P3,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L1.2_VIP_RPL41P3,,,CGE,VIP
Inh_L1_2_VIP_RPL41P3,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L1.2_VIP_RPL41P3,,,CGE,VIP
Inh_L1_2_VIP_SCML4,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1.2_VIP_SCML4,,Vip,CGE,VIP
Inh_L1_2_VIP_SCML4,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1.2_VIP_SCML4,,Vip,CGE,VIP
Inh_L1_2_VIP_TSPAN12,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L1.2_VIP_TSPAN12,GABAergic ADARB2,,CGE,VIP
Inh_L1_2_VIP_TSPAN12,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L1.2_VIP_TSPAN12,GABAergic ADARB2,,CGE,VIP
Inh_L1_2_VIP_TSPAN12,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L1.2_VIP_TSPAN12,GABAergic ADARB2,,CGE,VIP
Inh_L1_2_VIP_WNT4,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1.2_VIP_WNT4,,Sncg,CGE,VIP
Inh_L1_2_VIP_WNT4,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1.2_VIP_WNT4,,Sncg,CGE,VIP
Inh_L1_3_PAX6_NABP1,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L1.3_PAX6_NABP1,,,CGE,LAMP5/PAX6
Inh_L1_3_PAX6_NABP1,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L1.3_PAX6_NABP1,,,CGE,LAMP5/PAX6
Inh_L1_3_PAX6_NABP1,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L1.3_PAX6_NABP1,,,CGE,LAMP5/PAX6
Inh_L1_3_PAX6_NABP1,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L1.3_PAX6_NABP1,,,CGE,LAMP5/PAX6
Inh_L1_3_PAX6_SYT6,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L1.3_PAX6_SYT6,GABAergic ADARB2,,CGE,LAMP5/PAX6
Inh_L1_3_PAX6_SYT6,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L1.3_PAX6_SYT6,GABAergic ADARB2,,CGE,LAMP5/PAX6
Inh_L1_3_PAX6_SYT6,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L1.3_PAX6_SYT6,GABAergic ADARB2,,CGE,LAMP5/PAX6
Inh_L1_3_PVALB_WFDC2,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L1.3_PVALB_WFDC2,,,MGE,PVALB
Inh_L1_3_PVALB_WFDC2,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L1.3_PVALB_WFDC2,,,MGE,PVALB
Inh_L1_3_PVALB_WFDC2,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L1.3_PVALB_WFDC2,,,MGE,PVALB
Inh_L1_3_PVALB_WFDC2,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L1.3_PVALB_WFDC2,,,MGE,PVALB
Inh_L1_3_SST_CALB1,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L1.3_SST_CALB1,GABAergic LHX6,,MGE,SST
Inh_L1_3_SST_CALB1,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L1.3_SST_CALB1,GABAergic LHX6,,MGE,SST
Inh_L1_3_SST_CALB1,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L1.3_SST_CALB1,GABAergic LHX6,,MGE,SST
Inh_L1_3_SST_FAM20A,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1.3_SST_FAM20A,,Sst,MGE,SST
Inh_L1_3_SST_FAM20A,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1.3_SST_FAM20A,,Sst,MGE,SST
Inh_L1_3_VIP_ACHE,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L1.3_VIP_ACHE,,,CGE,VIP
Inh_L1_3_VIP_ACHE,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L1.3_VIP_ACHE,,,CGE,VIP
Inh_L1_3_VIP_ACHE,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L1.3_VIP_ACHE,,,CGE,VIP
Inh_L1_3_VIP_ACHE,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L1.3_VIP_ACHE,,,CGE,VIP
Inh_L1_3_VIP_ADAMTSL1,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L1.3_VIP_ADAMTSL1,GABAergic ADARB2,,CGE,VIP
Inh_L1_3_VIP_ADAMTSL1,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L1.3_VIP_ADAMTSL1,GABAergic ADARB2,,CGE,VIP
Inh_L1_3_VIP_ADAMTSL1,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L1.3_VIP_ADAMTSL1,GABAergic ADARB2,,CGE,VIP
Inh_L1_3_VIP_CBLN1,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1.3_VIP_CBLN1,,Vip,CGE,VIP
Inh_L1_3_VIP_CBLN1,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1.3_VIP_CBLN1,,Vip,CGE,VIP
Inh_L1_3_VIP_CCDC184,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L1.3_VIP_CCDC184,GABAergic ADARB2,,CGE,VIP
Inh_L1_3_VIP_CCDC184,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L1.3_VIP_CCDC184,GABAergic ADARB2,,CGE,VIP
Inh_L1_3_VIP_CCDC184,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L1.3_VIP_CCDC184,GABAergic ADARB2,,CGE,VIP
Inh_L1_3_VIP_CCDC184,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L1.3_VIP_CCDC184,GABAergic ADARB2,,CGE,VIP
Inh_L1_3_VIP_CCDC184,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L1.3_VIP_CCDC184,GABAergic ADARB2,,CGE,VIP
Inh_L1_3_VIP_CCDC184,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L1.3_VIP_CCDC184,GABAergic ADARB2,,CGE,VIP
Inh_L1_3_VIP_CHRM2,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L1.3_VIP_CHRM2,GABAergic ADARB2,,CGE,VIP
Inh_L1_3_VIP_CHRM2,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L1.3_VIP_CHRM2,GABAergic ADARB2,,CGE,VIP
Inh_L1_3_VIP_CHRM2,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L1.3_VIP_CHRM2,GABAergic ADARB2,,CGE,VIP
Inh_L1_3_VIP_CHRNA2,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1.3_VIP_CHRNA2,,Vip,CGE,VIP
Inh_L1_3_VIP_CHRNA2,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1.3_VIP_CHRNA2,,Vip,CGE,VIP
Inh_L1_3_VIP_FNDC1,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1.3_VIP_FNDC1,,Vip,CGE,VIP
Inh_L1_3_VIP_FNDC1,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1.3_VIP_FNDC1,,Vip,CGE,VIP
Inh_L1_3_VIP_GGH,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L1.3_VIP_GGH,GABAergic ADARB2,,CGE,VIP
Inh_L1_3_VIP_GGH,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L1.3_VIP_GGH,GABAergic ADARB2,,CGE,VIP
Inh_L1_3_VIP_GGH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L1.3_VIP_GGH,GABAergic ADARB2,,CGE,VIP
Inh_L1_3_VIP_GGH,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L1.3_VIP_GGH,GABAergic ADARB2,,CGE,VIP
Inh_L1_3_VIP_GGH,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L1.3_VIP_GGH,GABAergic ADARB2,,CGE,VIP
Inh_L1_3_VIP_GGH,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L1.3_VIP_GGH,GABAergic ADARB2,,CGE,VIP
Inh_L1_3_VIP_GGH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L1.3_VIP_GGH,GABAergic ADARB2,,CGE,VIP
Inh_L1_3_VIP_HSPB6,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1.3_VIP_HSPB6,,Vip,CGE,VIP
Inh_L1_3_VIP_HSPB6,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1.3_VIP_HSPB6,,Vip,CGE,VIP
Inh_L1_3_VIP_SSTR1,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L1.3_VIP_SSTR1,,,MGE,SST
Inh_L1_3_VIP_SSTR1,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L1.3_VIP_SSTR1,,,MGE,SST
Inh_L1_3_VIP_SSTR1,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L1.3_VIP_SSTR1,,,MGE,SST
Inh_L1_3_VIP_SSTR1,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L1.3_VIP_SSTR1,,,MGE,SST
Inh_L1_3_VIP_ZNF322P1,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L1.3_VIP_ZNF322P1,,,CGE,VIP
Inh_L1_3_VIP_ZNF322P1,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L1.3_VIP_ZNF322P1,,,CGE,VIP
Inh_L1_3_VIP_ZNF322P1,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L1.3_VIP_ZNF322P1,,,CGE,VIP
Inh_L1_3_VIP_ZNF322P1,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L1.3_VIP_ZNF322P1,,,CGE,VIP
Inh_L1_4_LAMP5_DUSP4,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L1.4_LAMP5_DUSP4,,,CGE,LAMP5/PAX6
Inh_L1_4_LAMP5_DUSP4,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L1.4_LAMP5_DUSP4,,,CGE,LAMP5/PAX6
Inh_L1_4_LAMP5_DUSP4,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L1.4_LAMP5_DUSP4,,,CGE,LAMP5/PAX6
Inh_L1_4_LAMP5_DUSP4,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L1.4_LAMP5_DUSP4,,,CGE,LAMP5/PAX6
Inh_L1_4_LAMP5_LCP2,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L1.4_LAMP5_LCP2,GABAergic ADARB2,,CGE,LAMP5/PAX6
Inh_L1_4_LAMP5_LCP2,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L1.4_LAMP5_LCP2,GABAergic ADARB2,,CGE,LAMP5/PAX6
Inh_L1_4_LAMP5_LCP2,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L1.4_LAMP5_LCP2,GABAergic ADARB2,,CGE,LAMP5/PAX6
Inh_L1_4_VIP_CHRNA2,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L1.4_VIP_CHRNA2,,,CGE,VIP
Inh_L1_4_VIP_CHRNA2,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L1.4_VIP_CHRNA2,,,CGE,VIP
Inh_L1_4_VIP_CHRNA2,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L1.4_VIP_CHRNA2,,,CGE,VIP
Inh_L1_4_VIP_CHRNA2,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L1.4_VIP_CHRNA2,,,CGE,VIP
Inh_L1_4_VIP_CHRNA6,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L1.4_VIP_CHRNA6,GABAergic ADARB2,,CGE,VIP
Inh_L1_4_VIP_CHRNA6,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L1.4_VIP_CHRNA6,GABAergic ADARB2,,CGE,VIP
Inh_L1_4_VIP_CHRNA6,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L1.4_VIP_CHRNA6,GABAergic ADARB2,,CGE,VIP
Inh_L1_4_VIP_OPRM1,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L1.4_VIP_OPRM1,GABAergic ADARB2,,CGE,VIP
Inh_L1_4_VIP_OPRM1,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L1.4_VIP_OPRM1,GABAergic ADARB2,,CGE,VIP
Inh_L1_4_VIP_OPRM1,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L1.4_VIP_OPRM1,GABAergic ADARB2,,CGE,VIP
Inh_L1_4_VIP_PENK,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L1.4_VIP_PENK,GABAergic ADARB2,,CGE,VIP
Inh_L1_4_VIP_PENK,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L1.4_VIP_PENK,GABAergic ADARB2,,CGE,VIP
Inh_L1_4_VIP_PENK,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L1.4_VIP_PENK,GABAergic ADARB2,,CGE,VIP
Inh_L1_5_VIP_CD27_AS1,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1.5_VIP_CD27.AS1,,Vip,CGE,VIP
Inh_L1_5_VIP_CD27_AS1,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1.5_VIP_CD27.AS1,,Vip,CGE,VIP
Inh_L1_5_VIP_KCNJ2,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L1.5_VIP_KCNJ2,,,CGE,VIP
Inh_L1_5_VIP_KCNJ2,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L1.5_VIP_KCNJ2,,,CGE,VIP
Inh_L1_5_VIP_KCNJ2,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L1.5_VIP_KCNJ2,,,CGE,VIP
Inh_L1_5_VIP_KCNJ2,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L1.5_VIP_KCNJ2,,,CGE,VIP
Inh_L1_5_VIP_LINC01013,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1.5_VIP_LINC01013,,Vip,CGE,VIP
Inh_L1_5_VIP_LINC01013,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1.5_VIP_LINC01013,,Vip,CGE,VIP
Inh_L1_5_VIP_PHLDB3,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1.5_VIP_PHLDB3,,Vip,CGE,VIP
Inh_L1_5_VIP_PHLDB3,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1.5_VIP_PHLDB3,,Vip,CGE,VIP
Inh_L1_5_VIP_SMOC1,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1.5_VIP_SMOC1,,Vip,CGE,VIP
Inh_L1_5_VIP_SMOC1,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1.5_VIP_SMOC1,,Vip,CGE,VIP
Inh_L1_6_LAMP5_AARD,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1.6_LAMP5_AARD,,Lamp5,CGE,LAMP5/PAX6
Inh_L1_6_LAMP5_AARD,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1.6_LAMP5_AARD,,Lamp5,CGE,LAMP5/PAX6
Inh_L1_6_LAMP5_CA1,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1.6_LAMP5_CA1,,Lamp5,CGE,LAMP5/PAX6
Inh_L1_6_LAMP5_CA1,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1.6_LAMP5_CA1,,Lamp5,CGE,LAMP5/PAX6
Inh_L1_6_LAMP5_CA13,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L1.6_LAMP5_CA13,,,CGE,LAMP5/PAX6
Inh_L1_6_LAMP5_CA13,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L1.6_LAMP5_CA13,,,CGE,LAMP5/PAX6
Inh_L1_6_LAMP5_CA13,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L1.6_LAMP5_CA13,,,CGE,LAMP5/PAX6
Inh_L1_6_LAMP5_CA13,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L1.6_LAMP5_CA13,,,CGE,LAMP5/PAX6
Inh_L1_6_LAMP5_NES,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1.6_LAMP5_NES,,Lamp5,CGE,LAMP5/PAX6
